Location,Stage,Score,Rel_Score,Year,Method_name,Midpoint,Midpoint_abb,Unit
ID,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
UA,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ES,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IE,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JM,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GR,Bauxite production,14063.821832459398,0.00015979416103850918,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IR,Bauxite production,0.0007482386597244857,8.501541779439912e-12,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GH,Bauxite production,2007.8564983243202,2.281341078247621e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RO,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MY,Bauxite production,1036.665791310722,1.1778671713366737e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BA,Bauxite production,3864.2283323732354,4.3905641851041365e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RU,Bauxite production,42053.18078324084,0.0004778112821899706,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Bauxite production,120683.07804000411,0.0013712098629149825,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Bauxite production,1855.8273822105268,2.108604496739169e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Bauxite production,217392.29221119662,0.0024700269502811113,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Bauxite production,20251.485111565602,0.00023009883883181846,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Bauxite production,25991.974671929307,0.00029532269648418943,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Bauxite production,64998.04257455728,0.0007385124616962234,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Bauxite production,15916.070071696373,0.00018083953952451986,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MX,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,Bauxite production,307.36379590634243,3.4922896838118306e-06,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Bauxite production,25234.075998188608,0.00028671139692669105,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Bauxite production,2656.393039505184,3.0182129878563484e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Bauxite production,2616.683762154933,2.9730950196737324e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MZ,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GN,Bauxite production,60653.01663139082,0.0006891439626104081,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VN,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JM,Bauxite production,73524.0735801565,0.000835385842755673,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FJ,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TZ,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SL,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SB,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DO,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GY,Bauxite production,48829.89830241627,0.0005548088368711819,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
PK,Bauxite production,2.0130464607945492e-07,2.2872379511505292e-15,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Aluminium consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AR,Primary Aluminium Ingot production,2.6262161597763645,0.0001562532798038916,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Primary Aluminium Ingot production,2.9853647433896864,0.00017762172044713341,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CM,Primary Aluminium Ingot production,0.8645893455876378,5.1440899268197595e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Primary Aluminium Ingot production,1.4012144422841057,8.336874765636827e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GH,Primary Aluminium Ingot production,1.371188418520878,8.158227449230342e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Primary Aluminium Ingot production,3.1908918331278477,0.00018985006720396365,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MY,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BH,Primary Aluminium Ingot production,5.0947956947959065,0.00030312757549645,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Primary Aluminium Ingot production,0.9796091047516822,5.828428668119945e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Primary Aluminium Ingot production,33.461384683360116,0.0019908685292683408,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NZ,Primary Aluminium Ingot production,3.286848734614971,0.00019555926235965057,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
EG,Primary Aluminium Ingot production,1.8916394970835313,0.00011254780933609648,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TJ,Primary Aluminium Ingot production,2.6943351990205917,0.00016030619192210308,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
OM,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,Primary Aluminium Ingot production,36.716202187313336,0.002184522013678822,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,Primary Aluminium Ingot production,12.781077448548356,0.0007604420768370022,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NL,Primary Aluminium Ingot production,5.376996442421323,0.000319917812741558,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ZA,Primary Aluminium Ingot production,6.740702213401109,0.00040105488845783543,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IS,Primary Aluminium Ingot production,3.9922015349763913,0.00023752598625823352,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NG,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,Primary Aluminium Ingot production,7.862141897944118,0.0004677777391873079,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,Primary Aluminium Ingot production,5.4375923585772155,0.00032352311789012056,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
PL,Primary Aluminium Ingot production,0.836597911845208,4.977547911137379e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AE,Primary Aluminium Ingot production,4.704077056239488,0.00027988079570352145,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HR,Primary Aluminium Ingot production,0.26822604063122607,1.595877720172505e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
QA,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,Primary Aluminium Ingot production,2.437256859431368,0.00014501067499451877,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CH,Primary Aluminium Ingot production,0.4600432790466146,2.7371422163852524e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JP,Primary Aluminium Ingot production,0.0654166971054924,3.89212953344303e-06,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TR,Primary Aluminium Ingot production,0.6105291498523602,3.632495433598902e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AU,Primary Aluminium Ingot production,17.70534534571832,0.0010534236757436743,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
DE,Primary Aluminium Ingot production,11.468668248916545,0.0006823570185588088,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SI,Primary Aluminium Ingot production,1.4935111099599163,8.886016807339263e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SE,Primary Aluminium Ingot production,1.7964906907393752,0.00010688669381620503,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SR,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NO,Primary Aluminium Ingot production,18.279934382091273,0.0010876102833991068,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IN,Primary Aluminium Ingot production,6.442583832130565,0.00038331759190288764,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CA,Primary Aluminium Ingot production,45.351978465079796,0.002698329059618467,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CN,Primary Aluminium Ingot production,28.02428884568194,0.0016673749531273551,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
KZ,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IT,Primary Aluminium Ingot production,3.373766743620673,0.00020073066606555176,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MX,Primary Aluminium Ingot production,0.6105291498523602,3.632495433598902e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ID,Primary Aluminium Ingot production,1.6013879340389745,9.527856875013497e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
UA,Primary Aluminium Ingot production,1.0682895079186845,6.35605484228664e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VE,Primary Aluminium Ingot production,5.713652061905222,0.00033994797838993694,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ME,Primary Aluminium Ingot production,0.9089844441364788,5.4082296370888526e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HU,Primary Aluminium Ingot production,0.603285812316745,3.5893993905541104e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ES,Primary Aluminium Ingot production,6.51762545241458,0.0003877823802439106,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MZ,Primary Aluminium Ingot production,0.5384666928206073,3.2037418742233005e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AR,Primary Aluminium Liquid production,44.14319106854348,0.0026264092389322326,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Primary Aluminium Liquid production,98.88569012837291,0.005883450739845163,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CM,Primary Aluminium Liquid production,7.473218897832379,0.0004446377953816908,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Primary Aluminium Liquid production,27.666255052526985,0.0016460728397225493,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GH,Primary Aluminium Liquid production,11.85209053763479,0.0007051696838221443,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Primary Aluminium Liquid production,105.69346400385511,0.006288496224104891,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MY,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BH,Primary Aluminium Liquid production,286.2134300395115,0.01702898179234554,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Primary Aluminium Liquid production,61.2183062823293,0.0036423358012798498,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Primary Aluminium Liquid production,2091.088461959568,0.12441452289634879,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NZ,Primary Aluminium Liquid production,28.216732572354534,0.00167882487257071,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
EG,Primary Aluminium Liquid production,16.350694245350095,0.0009728253302363833,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TJ,Primary Aluminium Liquid production,53.19825614385912,0.00316516291752365,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
OM,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,Primary Aluminium Liquid production,738.2843468253495,0.04392606838165146,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,Primary Aluminium Liquid production,214.83286582212259,0.012782017112115603,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NL,Primary Aluminium Liquid production,178.10487150823644,0.010596793496458588,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ZA,Primary Aluminium Liquid production,58.264358013353274,0.003466583282325798,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IS,Primary Aluminium Liquid production,132.23563545855131,0.0078676889068834,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NG,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,Primary Aluminium Liquid production,260.42155458118475,0.015494429840993511,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,Primary Aluminium Liquid production,180.1120195464466,0.010716213774509497,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
PL,Primary Aluminium Liquid production,27.71104001812439,0.0016487374329375627,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AE,Primary Aluminium Liquid production,264.2637919341394,0.015723033334254826,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HR,Primary Aluminium Liquid production,8.884581757371423,0.0005286103484312289,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
QA,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,Primary Aluminium Liquid production,80.73044578510388,0.004803259201263507,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CH,Primary Aluminium Liquid production,20.956907634172865,0.0012468834829900566,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JP,Primary Aluminium Liquid production,1.2916188787379799,7.684808628876164e-05,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TR,Primary Aluminium Liquid production,12.054582558601085,0.0007172174515933989,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AU,Primary Aluminium Liquid production,151.99573666411348,0.009043365406752643,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
DE,Primary Aluminium Liquid production,379.8822831141867,0.022602043801694068,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SI,Primary Aluminium Liquid production,49.47029576529729,0.0029433586178429843,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SE,Primary Aluminium Liquid production,59.506035956348235,0.0035404600080975387,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SR,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NO,Primary Aluminium Liquid production,605.4951680115405,0.036025445032395256,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IN,Primary Aluminium Liquid production,127.20548840936972,0.007568407763781523,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CA,Primary Aluminium Liquid production,206.97761327343258,0.012314649271943144,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CN,Primary Aluminium Liquid production,252.51798998128402,0.015024187554851465,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
KZ,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IT,Primary Aluminium Liquid production,111.75091871564183,0.006648899598540304,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MX,Primary Aluminium Liquid production,12.276436226084794,0.0007304171888091669,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ID,Primary Aluminium Liquid production,31.618577202887913,0.001881226102540052,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
UA,Primary Aluminium Liquid production,66.76017400894025,0.0039720630422378205,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VE,Primary Aluminium Liquid production,96.03887087852397,0.005714072129047325,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ME,Primary Aluminium Liquid production,56.80478860098547,0.003379742560196006,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HU,Primary Aluminium Liquid production,19.982929733356972,0.0011889342388303708,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ES,Primary Aluminium Liquid production,215.88648163925112,0.012844704612710988,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MZ,Primary Aluminium Liquid production,4.654324605290126,0.0002769206495593511,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CM,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GH,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MY,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BH,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NZ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
EG,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TJ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
