Database,Code,Name,Location,Unit,Amount_fu,Method_name,Midpoint,Midpoint_abb,Midpoint_unit,Score,Year
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.024858721018069317,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.052991462019380924,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,16.378683376635916,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.009604714046142208,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0036376492957281743,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,7.77050012815202e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.04190986044131893,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,TR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0865672991222811,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,20.810227334020205,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.01082508518526016,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.004337170678217545,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.31709126415319e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.055794207955736155,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,KR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.10822298666305706,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,11.230007750994378,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008078577057105539,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0028814632557978,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.586587072190889e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.028614740992540844,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.06060227689340835,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,26.593623877946218,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.01435440633382897,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.005384281550652616,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.2825712467766436e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.06682740673559684,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.12184684585570213,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,16.460200010467396,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.013239511580874955,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.004406486978782016,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.660698558359067e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.042816679545880074,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.08599738968596478,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,12.584196250590722,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.011570306799156077,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.003419232472817871,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,5.178053488209284e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.02537722292985968,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,US,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0575457043442533,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,28.36536032585102,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.005495063016825648,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.003963187388325015,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,3.828235711392214e-07,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.07819215659577708,2004
ecoinvent 3.4 cutoff to edit,market for consumption of aluminium,market for consumption of aluminium,CN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.14442253439490912,2004
ecoinvent 3.4 cutoff to edit,94979b2c8f3b446182ec679db29d5513,alumina production,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.8752501890309565,2005
ecoinvent 3.4 cutoff to edit,94979b2c8f3b446182ec679db29d5513,alumina production,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0007439411440380454,2005
ecoinvent 3.4 cutoff to edit,94979b2c8f3b446182ec679db29d5513,alumina production,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00026273995453980284,2005
ecoinvent 3.4 cutoff to edit,94979b2c8f3b446182ec679db29d5513,alumina production,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.519137307274206e-07,2005
ecoinvent 3.4 cutoff to edit,94979b2c8f3b446182ec679db29d5513,alumina production,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.005011837570925639,2005
ecoinvent 3.4 cutoff to edit,94979b2c8f3b446182ec679db29d5513,alumina production,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.01176086028006038,2005
ecoinvent 3.4 cutoff to edit,2ab40bc3b3f347e68c84e7e02c8aa463,alumina production,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.2555518758993074,2005
ecoinvent 3.4 cutoff to edit,2ab40bc3b3f347e68c84e7e02c8aa463,alumina production,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.00044116384032015233,2005
ecoinvent 3.4 cutoff to edit,2ab40bc3b3f347e68c84e7e02c8aa463,alumina production,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014282753927983725,2005
ecoinvent 3.4 cutoff to edit,2ab40bc3b3f347e68c84e7e02c8aa463,alumina production,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.2438594076161508e-07,2005
ecoinvent 3.4 cutoff to edit,2ab40bc3b3f347e68c84e7e02c8aa463,alumina production,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0032305264828254845,2005
ecoinvent 3.4 cutoff to edit,2ab40bc3b3f347e68c84e7e02c8aa463,alumina production,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007465665397397954,2005
ecoinvent 3.4 cutoff to edit,a096737d3e0149d38ea89b0e9c44a3bb,alumina production,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.69922382528466,2005
ecoinvent 3.4 cutoff to edit,a096737d3e0149d38ea89b0e9c44a3bb,alumina production,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006809438966916945,2005
ecoinvent 3.4 cutoff to edit,a096737d3e0149d38ea89b0e9c44a3bb,alumina production,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00023043534351804723,2005
ecoinvent 3.4 cutoff to edit,a096737d3e0149d38ea89b0e9c44a3bb,alumina production,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7071828838512965e-07,2005
ecoinvent 3.4 cutoff to edit,a096737d3e0149d38ea89b0e9c44a3bb,alumina production,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0042955305296383155,2005
ecoinvent 3.4 cutoff to edit,a096737d3e0149d38ea89b0e9c44a3bb,alumina production,GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009386296995390373,2005
ecoinvent 3.4 cutoff to edit,ab66377f89544d76bb47e6b3192d641a,alumina production,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.8736322114163417,2005
ecoinvent 3.4 cutoff to edit,ab66377f89544d76bb47e6b3192d641a,alumina production,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0007432404515811722,2005
ecoinvent 3.4 cutoff to edit,ab66377f89544d76bb47e6b3192d641a,alumina production,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00026251275256959194,2005
ecoinvent 3.4 cutoff to edit,ab66377f89544d76bb47e6b3192d641a,alumina production,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.5196016425823012e-07,2005
ecoinvent 3.4 cutoff to edit,ab66377f89544d76bb47e6b3192d641a,alumina production,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.005008529862309492,2005
ecoinvent 3.4 cutoff to edit,ab66377f89544d76bb47e6b3192d641a,alumina production,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.011756759339215064,2005
ecoinvent 3.4 cutoff to edit,12c0a15643b74aa58c128222b775d367,alumina production,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.2076651654913175,2005
ecoinvent 3.4 cutoff to edit,12c0a15643b74aa58c128222b775d367,alumina production,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005737969130713981,2005
ecoinvent 3.4 cutoff to edit,12c0a15643b74aa58c128222b775d367,alumina production,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00016824952237952623,2005
ecoinvent 3.4 cutoff to edit,12c0a15643b74aa58c128222b775d367,alumina production,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.3183707561029655e-07,2005
ecoinvent 3.4 cutoff to edit,12c0a15643b74aa58c128222b775d367,alumina production,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0029769508855308803,2005
ecoinvent 3.4 cutoff to edit,12c0a15643b74aa58c128222b775d367,alumina production,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0058651193392242505,2005
ecoinvent 3.4 cutoff to edit,a26dce6a853d4a5799b662f4c5f369b3,alumina production,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6512896610511174,2005
ecoinvent 3.4 cutoff to edit,a26dce6a853d4a5799b662f4c5f369b3,alumina production,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006268382712500463,2005
ecoinvent 3.4 cutoff to edit,a26dce6a853d4a5799b662f4c5f369b3,alumina production,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00021970065435561312,2005
ecoinvent 3.4 cutoff to edit,a26dce6a853d4a5799b662f4c5f369b3,alumina production,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.532903754726701e-07,2005
ecoinvent 3.4 cutoff to edit,a26dce6a853d4a5799b662f4c5f369b3,alumina production,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004192884220173266,2005
ecoinvent 3.4 cutoff to edit,a26dce6a853d4a5799b662f4c5f369b3,alumina production,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009332480611568873,2005
ecoinvent 3.4 cutoff to edit,ddb42c41e797403d81a1c6f454fc30db,alumina production,VN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.8733176065615385,2005
ecoinvent 3.4 cutoff to edit,ddb42c41e797403d81a1c6f454fc30db,alumina production,VN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0007431287859354638,2005
ecoinvent 3.4 cutoff to edit,ddb42c41e797403d81a1c6f454fc30db,alumina production,VN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0002624726143489893,2005
ecoinvent 3.4 cutoff to edit,ddb42c41e797403d81a1c6f454fc30db,alumina production,VN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.5197034002695327e-07,2005
ecoinvent 3.4 cutoff to edit,ddb42c41e797403d81a1c6f454fc30db,alumina production,VN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.005007848339975005,2005
ecoinvent 3.4 cutoff to edit,ddb42c41e797403d81a1c6f454fc30db,alumina production,VN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.011755892377644923,2005
ecoinvent 3.4 cutoff to edit,6d60d578ece74beeb77a140799856106,alumina production,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6512466384611566,2005
ecoinvent 3.4 cutoff to edit,6d60d578ece74beeb77a140799856106,alumina production,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006268033341904479,2005
ecoinvent 3.4 cutoff to edit,6d60d578ece74beeb77a140799856106,alumina production,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00021969193258898227,2005
ecoinvent 3.4 cutoff to edit,6d60d578ece74beeb77a140799856106,alumina production,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.53290849078333e-07,2005
ecoinvent 3.4 cutoff to edit,6d60d578ece74beeb77a140799856106,alumina production,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004192821702787401,2005
ecoinvent 3.4 cutoff to edit,6d60d578ece74beeb77a140799856106,alumina production,IT,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009332417702543751,2005
ecoinvent 3.4 cutoff to edit,c1c9ada891df4ac8bea76e5e107d937d,alumina production,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.0041401351576447,2005
ecoinvent 3.4 cutoff to edit,c1c9ada891df4ac8bea76e5e107d937d,alumina production,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.000798358198000594,2005
ecoinvent 3.4 cutoff to edit,c1c9ada891df4ac8bea76e5e107d937d,alumina production,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00028060885378474614,2005
ecoinvent 3.4 cutoff to edit,c1c9ada891df4ac8bea76e5e107d937d,alumina production,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.481493980374175e-07,2005
ecoinvent 3.4 cutoff to edit,c1c9ada891df4ac8bea76e5e107d937d,alumina production,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.005277519231698719,2005
ecoinvent 3.4 cutoff to edit,c1c9ada891df4ac8bea76e5e107d937d,alumina production,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.012091510154865754,2005
ecoinvent 3.4 cutoff to edit,213418c6635b46c89fde40897dca1d95,alumina production,SK,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6515220861925077,2005
