Country,Ecoinvent_name,Domestic_production,Apparent_consumption,Domestic_production_ratio,Mineral,Year
France,FR,296881757.26708347,586485661.7047796,0.5062046298013768,aluminium,2016
Germany,DE,477507866.3484828,2440633393.578483,0.1956491571429151,aluminium,2016
Ghana,GH,2510669.856635559,2518744.1417505005,0.9967943210343985,aluminium,2016
Greece,GR,124495181.95179847,284629348.2837426,0.4373940449306413,aluminium,2016
Iceland,IS,159603652.66823876,159708542.31912956,0.9993432433270776,aluminium,2016
India,IN,1893238058.0561194,2175133899.8404007,0.8704006949618296,aluminium,2016
Indonesia,ID,222419658.87656012,482652669.02077585,0.4608275746776944,aluminium,2016
Iran,IR,251916874.0725512,255152731.64911616,0.9873179583238212,aluminium,2016
Kazakhstan,KZ,22826709.722270567,23136370.202818044,0.9866158572916611,aluminium,2016
Malaysia,MY,252403795.3348206,458568062.2448052,0.5504173014126649,aluminium,2016
Montenegro,ME,16986993.37634794,30781616.815996308,0.5518551373662833,aluminium,2016
Mozambique,MZ,40742130.99184884,40833460.61704856,0.9977633630894955,aluminium,2016
Netherlands,NL,21753212.34541206,697430817.3496302,0.031190494891060887,aluminium,2016
New Zealand,NZ,38956129.04186236,39825711.26390084,0.9781653059181722,aluminium,2016
Norway,NO,60766308.70503403,65278725.56959709,0.9308746176462632,aluminium,2016
Oman,OM,19805085.441178065,21230906.61077559,0.9328421910690399,aluminium,2016
Qatar,QA,20617019.923292395,20700061.362677783,0.9959883481536382,aluminium,2016
Romania,RO,231106978.32495886,269056429.2823642,0.8589535620515544,aluminium,2016
Russian Federation,RU,359232638.41766113,365045876.12049264,0.984075322902942,aluminium,2016
Saudi Arabia,SA,220455030.5015608,229981502.44646573,0.9585772253700167,aluminium,2016
Slovakia,SK,132486341.86194517,172396318.80549878,0.768498670852822,aluminium,2016
Slovenia,SI,42285232.7816432,103587632.82808702,0.40820734702779954,aluminium,2016
South Africa,ZA,261529553.61165398,277330479.8082642,0.943024920277301,aluminium,2016
Spain,ES,231616996.0197061,549594954.886388,0.42143217284006157,aluminium,2016
Sweden,SE,45145479.89283611,80675807.91983132,0.5595912957908994,aluminium,2016
Turkey,TR,76854636.61951634,1075623437.3039756,0.07145124767097921,aluminium,2016
United Arab Emirates,AE,11264024.81857409,11366631.777418133,0.9909729671152108,aluminium,2016
United Kingdom,GB,5785047.521792653,39596871.3145615,0.14609860147372902,aluminium,2016
USA,US,756434781.2754595,4665024908.038165,0.16215021273992972,aluminium,2016
Venezuela,VE,22297984.596618608,22744562.66193757,0.9803655022100601,aluminium,2016
Bosnia Herzegovina,BA,146746962.00616544,248060170.99127245,0.5915780893794855,alumina,2016
Brazil,BR,2209656918.291636,2213075430.685454,0.9984553113976964,alumina,2016
Canada,CA,1555939261.8465884,6159881766.927185,0.2525923906852449,alumina,2016
China,CN,60800115634.07595,62060993810.46309,0.9796832422594147,alumina,2016
France,FR,213588477.84662235,776942330.0889083,0.27490904997051796,alumina,2016
Germany,DE,1579371956.735693,1653265245.2621205,0.9553046380559993,alumina,2016
Greece,GR,487478629.9461489,487900323.2118413,0.9991356979169097,alumina,2016
India,IN,4657916863.03702,4821855796.068545,0.9660008635751423,alumina,2016
Indonesia,ID,221034565.69630614,245532612.6755009,0.9002248755786602,alumina,2016
Iran,IR,249987333.43034792,493409031.9894891,0.5066533387570281,alumina,2016
Ireland,IE,27117156.2627151,27122120.33367454,0.9998169733450643,alumina,2016
Japan,JP,45395203.99469073,104026271.98798071,0.43638210931884336,alumina,2016
Kazakhstan,KZ,466625793.01066464,466868118.1459355,0.9994809559148455,alumina,2016
Romania,RO,453147017.8537892,455248275.27904725,0.9953843703768673,alumina,2016
Russian Federation,RU,2594630646.0641837,7069041309.299392,0.3670413755611984,alumina,2016
Saudi Arabia,SA,1428061322.969675,1437296600.3689635,0.99357455002891,alumina,2016
Spain,ES,979390944.7180078,998564448.2851069,0.9807989323072468,alumina,2016
Turkey,TR,278752769.66437584,320522562.1789961,0.8696822082331481,alumina,2016
Ukraine,UA,17927287.715008967,17944548.05549833,0.9990381289940553,alumina,2016
USA,US,1470380270.064283,2071844119.2888582,0.7096963793632205,alumina,2016
Venezuela,VE,478853876.2955199,479346544.1199971,0.9989722094995351,alumina,2016
Viet Nam,VN,45867605.06157001,46895440.67797986,0.9780823977437859,alumina,2016
Argentina,AR,79613136.32974012,80749986.64908254,0.9859213559466844,aluminium,2017
Australia,AU,188860744.4808971,195270632.93616912,0.9671743346201612,aluminium,2017
Azerbaijan,AZ,5365823.4545833,5598061.579429093,0.9585145462316481,aluminium,2017
Bahrain,BH,562034049.2349049,599338727.5618442,0.9377569367514467,aluminium,2017
Bosnia Herzegovina,BA,16926034.559701174,22459254.41812743,0.7536329677106176,aluminium,2017
Brazil,BR,637620697.9351345,838378411.190155,0.7605404545543741,aluminium,2017
Canada,CA,414458865.60818243,423380374.8315223,0.9789279103291219,aluminium,2017
China,CN,32092064446.671803,32247073457.518536,0.9951930828373949,aluminium,2017
Egypt,EG,190741324.67510575,208684317.155129,0.9140184910652149,aluminium,2017
France,FR,286701352.9338115,559590598.4013615,0.5123412611878397,aluminium,2017
Germany,DE,477735423.996451,2182798427.7128615,0.2188637383695675,aluminium,2017
Greece,GR,124667497.4503205,306740528.05900925,0.40642655940899197,aluminium,2017
Iceland,IS,117368398.78999984,117421166.70016313,0.9995506098972937,aluminium,2017
India,IN,2126726361.7297752,2340530306.34274,0.9086514949054216,aluminium,2017
Indonesia,ID,222920776.56963533,565911633.9557999,0.39391446154126314,aluminium,2017
Iran,IR,206272152.4821494,210193599.21961266,0.9813436434219575,aluminium,2017
Malaysia,MY,109479364.20660065,196047808.2359455,0.5584319722403688,aluminium,2017
Montenegro,ME,620663.5201492469,621234.8578451456,0.9990803193209723,aluminium,2017
Mozambique,MZ,86108819.58465025,86198414.68529433,0.9989605945657911,aluminium,2017
Netherlands,NL,25113502.325433154,850891667.2736957,0.029514335715495034,aluminium,2017
New Zealand,NZ,55042273.40952819,56743175.42609783,0.970024553546798,aluminium,2017
Oman,OM,72951883.554042,87371965.53649926,0.8349575645470246,aluminium,2017
Qatar,QA,22801847.0510032,22855904.553338014,0.9976348561393112,aluminium,2017
Romania,RO,232050045.45153117,272122626.31636643,0.8527407242562499,aluminium,2017
Russian Federation,RU,466221588.85920686,472751088.065656,0.9861882936469469,aluminium,2017
Saudi Arabia,SA,255000606.1506555,280585493.92390734,0.9088160709398959,aluminium,2017
Slovakia,SK,105994218.03277472,142254056.2280351,0.7451050665498397,aluminium,2017
Slovenia,SI,45013936.7675886,142264542.46418494,0.31641009058122016,aluminium,2017
South Africa,ZA,192831108.10748056,198683870.07519564,0.9705423396197185,aluminium,2017
Spain,ES,264541011.29943946,598044595.4499605,0.44234328562137154,aluminium,2017
Sweden,SE,36189622.316113725,63468011.405327596,0.5702025558197324,aluminium,2017
Tajikistan,TJ,32064783.0,32064783.0,1.0,aluminium,2017
Turkey,TR,77257841.88261871,1125607370.4685965,0.06863658137779949,aluminium,2017
United Kingdom,GB,5043267.60532277,32193763.33277817,0.1566535590509219,aluminium,2017
USA,US,688070479.6021856,5149369929.445773,0.13362226622476173,aluminium,2017
Venezuela,VE,48581755.10239558,49678246.62543569,0.9779281356021391,aluminium,2017
Australia,AU,673493043.6975679,673674206.562101,0.9997310823796304,alumina,2017
Brazil,BR,2003014074.8116999,2005337451.9967353,0.998841403384392,alumina,2017
Canada,CA,1557349469.751786,6252094159.41223,0.24909245287153436,alumina,2017
China,CN,68802783580.90228,71495129055.48145,0.9623422530996503,alumina,2017
India,IN,4762001432.518649,5134896529.6525755,0.927380212048955,alumina,2017
Indonesia,ID,341003315.3683955,342674345.97799563,0.9951235608115601,alumina,2017
Jamaica,JM,85774293.80524921,85774328.65849012,0.9999995936634952,alumina,2017
Russian Federation,RU,2746657007.4708776,4228758889.198607,0.6495184708890785,alumina,2017
USA,US,1182713446.5867965,2088461791.0973642,0.5663083957908323,alumina,2017
